real.identity,ID,sample.eu,sample.eu.val,sample.ieu,sample.ieu.val,sample.cos,sample.cos.val,bt.species.eu.score,bt.species.ieu.score,bt.species.cos.score,reference,species.cos,hits.cos,species.eu,hits.eu,species.ieu,hits.ieu
Chaetoceros_diadema,ID00440,ID00441,0.385330757,ID00441,0.677192258,ID00443,0.961643129,1,1,0.75,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00441,ID00440,0.385330757,ID00440,0.677192258,ID00440,0.945753465,1,1,0.81,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00442,ID00443,0.343315714,ID00443,0.636763876,ID00443,0.89486986,1,0.994,0.658,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00443,ID00442,0.343315714,ID00440,0.675341013,ID00440,0.961643129,1,1,0.71,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00444,ID00441,0.325618404,ID00445,0.655810714,ID00445,0.939147473,1,1,0.604,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00445,ID00441,0.336343464,ID00444,0.655810714,ID00444,0.939147473,1,0.958,0.616,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00446,ID00445,0.291381396,ID00445,0.552215381,ID00719,0.85193463,1,0.706,0.494,diadema,granii,FALSE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00447,ID00441,0.285675843,ID00450,0.545310609,ID00449,0.887824723,0.992,0.998,0.634,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00448,ID00449,0.349731846,ID00449,0.6942242,ID00449,0.94313739,1,1,0.858,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00449,ID00448,0.349731846,ID00448,0.6942242,ID00448,0.94313739,1,1,0.776,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00450,ID00449,0.275335872,ID00444,0.557286027,ID00449,0.908384126,0.952,0.714,0.55,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00451,ID00445,0.282581686,ID00449,0.595667877,ID00449,0.898181052,1,0.998,0.706,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00452,ID00453,0.364318159,ID00453,0.612927184,ID00453,0.892238801,1,1,0.866,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00453,ID00452,0.364318159,ID00452,0.612927184,ID00452,0.892238801,1,1,0.73,diadema,diadema,TRUE,diadema,TRUE,diadema,TRUE
Chaetoceros_diadema,ID00454,ID00453,0.15629611,ID00727,0.458497929,ID00727,0.807058699,0.834,0.998,0.772,diadema,granii,FALSE,diadema,TRUE,granii,FALSE
