real.identity,ID,sample.eu,sample.eu.val,sample.ieu,sample.ieu.val,sample.cos,sample.cos.val,bt.species.eu.score,bt.species.ieu.score,bt.species.cos.score,reference,species.cos,hits.cos,species.eu,hits.eu,species.ieu,hits.ieu
Chaetoceros_Chaetoceros_didymus,ID00088,ID00089,0.31970539,ID00089,0.615434025,ID00089,0.901552993,1,1,0.998,Chaetoceros_didymus,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE
Chaetoceros_Chaetoceros_didymus,ID00089,ID00090,0.435573956,ID00090,0.684993419,ID00090,0.940954518,1,1,1,Chaetoceros_didymus,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE
Chaetoceros_Chaetoceros_didymus,ID00090,ID00089,0.435573956,ID00089,0.684993419,ID00089,0.940954518,1,1,1,Chaetoceros_didymus,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE
Chaetoceros_Chaetoceros_didymus,ID00091,ID00092,0.402130032,ID00092,0.587091494,ID00092,0.878254009,1,1,1,Chaetoceros_didymus,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE
Chaetoceros_Chaetoceros_didymus,ID00092,ID00091,0.402130032,ID00089,0.592796612,ID00089,0.892384645,1,1,1,Chaetoceros_didymus,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE
Chaetoceros_Chaetoceros_didymus,ID00093,ID00094,0.345265676,ID00094,0.650749662,ID00094,0.905346854,1,1,1,Chaetoceros_didymus,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE
Chaetoceros_Chaetoceros_didymus,ID00094,ID00093,0.345265676,ID00093,0.650749662,ID00093,0.905346854,1,1,1,Chaetoceros_didymus,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE,Chaetoceros_didymus,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00055,ID00057,0.107886632,ID00056,0.394768834,ID00056,0.717788021,0.986,0.982,0.914,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00056,ID00057,0.201782957,ID00057,0.596448856,ID00057,0.901658633,1,1,0.974,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00057,ID00056,0.201782957,ID00056,0.596448856,ID00056,0.901658633,0.998,1,0.944,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00595,ID00596,0.266814612,ID00596,0.63283908,ID00596,0.958605327,0.928,1,0.91,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00596,ID00598,0.346711787,ID00595,0.63283908,ID00595,0.958605327,1,1,0.992,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00597,ID00610,0.404115724,ID00611,0.74116128,ID00611,0.973193978,1,1,1,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00598,ID00612,0.381864026,ID00612,0.673589108,ID00599,0.950256229,1,1,0.988,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00599,ID00600,0.461925498,ID00601,0.716181332,ID00601,0.96793526,1,1,0.998,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00600,ID00599,0.461925498,ID00599,0.694095764,ID00612,0.95304797,1,1,0.982,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00601,ID00604,0.442435065,ID00603,0.766259583,ID00603,0.974395994,1,1,0.998,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00602,ID00612,0.21471575,ID00576,0.459097446,ID00608,0.717739885,0.99,0.548,0.518,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Chaetoceros_diadema,FALSE
Coscinodiscus _Coscinodiscus _granii,ID00603,ID00601,0.432356533,ID00601,0.766259583,ID00601,0.974395994,1,1,1,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00604,ID00601,0.442435065,ID00601,0.73498099,ID00601,0.969086761,1,1,0.994,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00605,ID00603,0.428459712,ID00607,0.703587296,ID00603,0.952909476,1,1,1,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00606,ID00607,0.443545582,ID00605,0.685540997,ID00605,0.935184072,1,1,0.972,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00607,ID00606,0.443545582,ID00605,0.703587296,ID00604,0.948346067,1,1,0.998,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00608,ID00607,0.374859407,ID00605,0.631863085,ID00607,0.806828327,1,0.998,0.954,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00609,ID00610,0.427220799,ID00610,0.693912205,ID00612,0.956987255,1,1,0.95,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00610,ID00611,0.438764155,ID00611,0.760544805,ID00611,0.980091709,1,1,0.998,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00611,ID00610,0.438764155,ID00610,0.760544805,ID00610,0.980091709,1,1,1,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00612,ID00601,0.432626579,ID00599,0.703626983,ID00609,0.956987255,1,1,0.986,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00051,ID00012,0.056834986,ID00012,0.132130677,ID00055,0.227226849,0.936,0.732,0.994,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _wailesii,FALSE,Coscinodiscus _wailesii,FALSE
Coscinodiscus _Coscinodiscus _granii,ID00052,ID00054,0.037729127,ID00054,0.231675809,ID00054,0.581449066,0.77,0.544,0.55,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00053,ID00054,0.139632432,ID00054,0.454510893,ID00054,0.870145844,0.966,0.99,0.892,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _granii,ID00054,ID00053,0.139632432,ID00053,0.454510893,ID00053,0.870145844,1,1,0.996,Coscinodiscus _granii,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE,Coscinodiscus _granii,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00027,ID00029,0.142243119,ID00029,0.516642068,ID00029,0.872528065,1,0.978,0.338,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00028,ID00029,0.182829382,ID00029,0.400726975,ID00013,0.697498954,1,0.762,0.644,Coscinodiscus _radiatus,Coscinodiscus _wailesii,FALSE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00029,ID00028,0.182829382,ID00027,0.516642068,ID00027,0.872528065,1,0.938,0.526,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00629,ID00630,0.22418024,ID00630,0.538020355,ID00630,0.871571945,1,0.986,0.588,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00630,ID00632,0.389541011,ID00633,0.693644128,ID00639,0.972273902,1,1,0.898,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00631,ID00636,0.399620678,ID00632,0.723712023,ID00632,0.980098452,1,1,0.726,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00632,ID00636,0.399312304,ID00631,0.723702591,ID00631,0.980098923,1,1,0.854,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00633,ID00630,0.34469059,ID00630,0.693644128,ID00639,0.943955433,1,1,0.858,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00634,ID00635,0.383597875,ID00635,0.663814425,ID00635,0.947257136,1,1,0.93,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00635,ID00634,0.383483764,ID00634,0.663734621,ID00634,0.947251578,1,1,0.97,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00636,ID00631,0.399620678,ID00632,0.707055441,ID00632,0.96990483,1,1,0.92,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00637,ID00638,0.398860994,ID00638,0.66374692,ID00638,0.898904353,1,1,0.982,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00638,ID00640,0.433959161,ID00640,0.705931615,ID00636,0.95421312,1,1,0.978,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00639,ID00636,0.38562087,ID00636,0.698872576,ID00630,0.97227845,1,1,0.926,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00640,ID00638,0.433959161,ID00638,0.705931615,ID00638,0.953564284,1,1,0.89,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _radiatus,ID00641,ID00635,0.219546874,ID00635,0.456067401,ID00635,0.758047433,1,1,0.996,Coscinodiscus _radiatus,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE,Coscinodiscus _radiatus,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00011,ID00028,0.034683343,ID00028,0.321989569,ID00028,0.666256952,0.862,0.992,0.822,Coscinodiscus _wailesii,Coscinodiscus _radiatus,FALSE,Coscinodiscus _radiatus,FALSE,Coscinodiscus _radiatus,FALSE
Coscinodiscus _Coscinodiscus _wailesii,ID00012,ID00649,0.092138358,ID00643,0.424398005,ID00573,0.86236723,1,0.952,0.5,Coscinodiscus _wailesii,Chaetoceros_diadema,FALSE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00013,ID00638,0.100802729,ID00029,0.410351998,ID00029,0.826419151,0.928,0.742,0.366,Coscinodiscus _wailesii,Coscinodiscus _radiatus,FALSE,Coscinodiscus _radiatus,FALSE,Coscinodiscus _radiatus,FALSE
Coscinodiscus _Coscinodiscus _wailesii,ID00642,ID00650,0.324422128,ID00650,0.683348558,ID00650,0.985150536,1,1,0.904,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00643,ID00650,0.198104081,ID00650,0.559062357,ID00647,0.899506373,1,1,0.896,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00644,ID00649,0.251029789,ID00649,0.61671443,ID00649,0.943187406,1,1,0.95,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00645,ID00654,0.149966865,ID00643,0.380268161,ID00654,0.615071998,1,0.994,0.832,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00646,ID00647,0.32818719,ID00647,0.602561598,ID00655,0.972864392,1,1,0.612,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00647,ID00646,0.328117968,ID00651,0.620912542,ID00648,0.944354652,1,1,0.684,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00648,ID00651,0.35326654,ID00651,0.69605747,ID00647,0.944362528,1,1,0.332,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00649,ID00644,0.25102381,ID00644,0.616714182,ID00644,0.943187408,1,1,0.96,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00650,ID00642,0.324458654,ID00642,0.683356875,ID00642,0.985150579,1,1,0.884,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00651,ID00648,0.35326654,ID00648,0.69605747,ID00642,0.944854599,1,1,0.83,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00652,ID00653,0.334548083,ID00653,0.595789123,ID00650,0.922883657,1,1,0.862,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00653,ID00652,0.334548083,ID00655,0.609661369,ID00650,0.953988707,1,1,0.802,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00654,ID00649,0.185620418,ID00644,0.41245343,ID00644,0.722786221,1,1,1,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
Coscinodiscus _Coscinodiscus _wailesii,ID00655,ID00653,0.294890061,ID00653,0.609661369,ID00646,0.972864392,1,0.934,0.514,Coscinodiscus _wailesii,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE,Coscinodiscus _wailesii,TRUE
