"m.z","int"
103,30
104,7
108,135
109,91
110,71
111,6
112,362
114,242
115,90
116,95
117,455
118,258
119,146
120,274
121,16
122,50
123,142
124,139
125,32
126,449
127,4083
128,759
129,170
130,14
131,544
132,618
133,13
134,88
135,352
136,633
137,206
138,288
139,80
140,245
141,35
142,819
143,172
144,50
145,531
146,3330
147,725
148,32
149,117
150,447
151,354
152,184
153,499
154,562
155,1704
156,1379
157,274
158,92
159,233
160,543
161,129
162,853
163,225
164,335
165,338
166,261
167,144
168,418
169,103
170,823
171,245
172,412
173,924
174,686
175,206
176,106
177,291
178,387
179,44
180,845
181,100
182,533
183,57
184,715
185,83
186,492
187,124
188,480
189,89
190,112
191,36
192,444
193,117
194,471
195,258
196,518
197,201
198,579
199,340
200,728
201,131
202,505
203,41
204,23
205,89
206,1186
207,155
208,232
209,194
210,516
211,107
212,1054
213,167
214,498
215,586
216,118
217,107
218,71
219,983
220,286
221,278
222,104
223,121
224,621
225,73
226,717
227,285
228,237
229,88
230,323
231,56
232,84
233,484
234,89
235,450
236,125
237,169
238,113
239,28
240,693
241,147
242,349
243,642
244,141
245,13
246,55
247,38
248,801
249,146
250,562
251,532
252,1100
253,114
254,9783
255,1187
256,249
257,104
258,233
259,116
261,36
262,37
263,23
264,51
265,101
266,73
267,60
268,173
269,68
270,329
271,140
272,300
273,45
274,38
275,23
276,101
277,207
278,40
279,35
280,138
281,55
282,170
283,65
284,93
285,168
286,116
287,90
288,30
289,45
290,18
291,63
292,33
293,121
294,6
295,22
296,17
297,18
298,307
299,89
300,196
301,74
302,21624
303,4587
304,492
305,8
306,23
307,28
308,25
309,11
310,16
311,40
312,122
313,39
314,45
315,53
316,207
317,35
318,455
319,72
320,138
321,38
322,61
323,19
325,19
326,33
327,17
328,225
329,45
330,56
331,75
332,46
333,90
334,290
335,60
336,107
337,66
338,915
339,136
340,269
341,32
342,14
344,55
345,18
347,6
348,46
349,7
350,64
351,9
352,49
353,11
354,48
355,23
356,17
357,7
358,8
359,18
360,44
361,35
362,17
363,19
364,113
365,13
366,52
367,32
368,9
369,61
370,38
371,33
372,64
374,9
376,23
378,66
379,10
380,12
381,7
382,7
383,7
388,16
390,10
392,239
393,48
394,8
397,10
398,19
401,21
402,11
403,28
405,19
406,17
408,7
410,7
419,36
421,6
433,10
435,27
438,14
439,6
449,8
451,9
456,21
462,10
464,12
476,14
482,381
483,49
484,660
485,98
486,124
487,21
488,10
490,9
494,15
500,93
501,7
505,6
508,10
510,8
517,205
518,69
519,149
520,1569
521,400
522,1676
523,395
524,622
525,147
526,291
527,63
528,161
529,35
530,209
531,27
532,138
533,18
534,18
536,47
537,19
538,28
540,16
544,14
548,29
549,7
552,7
553,14
554,27
556,152
557,32
558,54
568,6
570,10
571,7
574,138
575,14
576,77
577,9
578,8
586,7
602,11
604,934
605,387
606,46
620,8
630,33
632,6
658,19
659,49
660,11
686,50
687,11
688,46
692,16
694,122
695,26
696,14
704,11
712,8
720,118
721,28
730,11
732,12
734,7
736,75
738,162
739,22
740,8
748,6
754,14
756,25
757,6
758,24
764,54
765,17
766,118
767,35
768,227
769,70
770,252
771,7
784,109
785,26
786,122
787,33
788,109
789,30
801,183
802,71
803,101
804,860
805,376
806,774
807,337
808,198
809,43
810,23
812,16
814,89
815,18
816,47
817,19
822,7
838,6
840,9
858,66
859,28
860,32
861,13
914,23
915,11
916,10
960,8
970,9
971,7
