"","real.identity","ID","sample.eu","sample.eu.val","sample.ieu","sample.ieu.val","sample.cos","sample.cos.val","bt.genus.eu.score","bt.genus.ieu.score","bt.genus.cos.score","reference","genus.cos","hits.cos","genus.eu","hits.eu","genus.ieu","hits.ieu"
"1","Ceratium_sp.","ID00210","ID00212",0.17591228885312,"ID00212",0.498407697517666,"ID00213",0.783366990886738,1,1,0.974,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"2","Ceratium_sp.","ID00211","ID00210",0.146455438897728,"ID00707",0.503928211310783,"ID00707",0.891295420088022,1,1,0.994,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"3","Ceratium_sp.","ID00212","ID00217",0.202223620973589,"ID00210",0.498407697517666,"ID00211",0.870497021464743,1,1,0.916,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"4","Ceratium_sp.","ID00213","ID00219",0.219685251879696,"ID00214",0.513792136140302,"ID00214",0.863053505239144,1,1,0.842,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"5","Ceratium_sp.","ID00214","ID00216",0.277641984854578,"ID00220",0.537135183296204,"ID00220",0.903000889652577,1,1,0.764,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"6","Ceratium_sp.","ID00215","ID00217",0.2678364395593,"ID00217",0.601726777504279,"ID00217",0.925187564559258,1,1,0.79,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"7","Ceratium_sp.","ID00216","ID00214",0.277641984854578,"ID00214",0.509383045735865,"ID00212",0.870462717086265,1,1,0.908,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"8","Ceratium_sp.","ID00217","ID00215",0.2678364395593,"ID00215",0.601726777504279,"ID00215",0.925187564559258,1,1,0.75,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"9","Ceratium_sp.","ID00218","ID00227",0.343784805245504,"ID00227",0.6854126246239,"ID00227",0.970426711848863,1,1,0.716,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"10","Ceratium_sp.","ID00219","ID00225",0.321520026829202,"ID00225",0.653426121029349,"ID00225",0.949819390142914,1,1,0.758,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"11","Ceratium_sp.","ID00220","ID00218",0.300487141746214,"ID00222",0.700142087712142,"ID00222",0.966655950571846,1,1,0.88,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"12","Ceratium_sp.","ID00221","ID00336",0.186698308139411,"ID00225",0.337269708841403,"ID00224",0.664909828264301,0.854,0.538,0.458,"Ceratium","Ceratium",TRUE,"Pleurosigma",FALSE,"Ceratium",TRUE
"13","Ceratium_sp.","ID00222","ID00219",0.318222567351387,"ID00220",0.700142087712142,"ID00220",0.966655950571846,1,1,0.884,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"14","Ceratium_sp.","ID00223","ID00219",0.205119295623862,"ID00219",0.477129315714548,"ID00212",0.855612950805215,1,1,0.88,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"15","Ceratium_sp.","ID00224","ID00219",0.307098470353761,"ID00219",0.646454327370508,"ID00219",0.943097216109027,1,1,0.704,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"16","Ceratium_sp.","ID00225","ID00219",0.321520026829202,"ID00220",0.656625209238022,"ID00220",0.95986423237022,1,1,0.892,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"17","Ceratium_sp.","ID00226","ID00216",0.0937329700392733,"ID00216",0.261212244855881,"ID00216",0.473966199699396,0.756,0.988,0.796,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"18","Ceratium_sp.","ID00227","ID00218",0.343784805245504,"ID00218",0.6854126246239,"ID00218",0.970426711848863,1,1,0.618,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"19","Ceratium_sp.","ID00691","ID00693",0.204095313923232,"ID00695",0.567959543610029,"ID00695",0.937972500787605,1,1,0.902,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"20","Ceratium_sp.","ID00692","ID00707",0.251476981819046,"ID00707",0.617343452222905,"ID00709",0.961554292309876,1,1,0.984,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"21","Ceratium_sp.","ID00693","ID00710",0.21876668242631,"ID00710",0.499928204805442,"ID00715",0.877033224003352,0.76,0.614,0.552,"Ceratium","Coscinodiscus ",FALSE,"Ceratium",TRUE,"Ceratium",TRUE
"22","Ceratium_sp.","ID00694","ID00696",0.216569201137844,"ID00696",0.663870999738022,"ID00700",0.978562192726998,0.998,0.994,0.974,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"23","Ceratium_sp.","ID00695","ID00696",0.184963945123416,"ID00696",0.608684333107229,"ID00694",0.969895755429664,0.998,0.992,0.958,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"24","Ceratium_sp.","ID00696","ID00712",0.234758314062274,"ID00712",0.70122491000812,"ID00700",0.980912377716594,1,1,0.984,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"25","Ceratium_sp.","ID00697","ID00708",0.295300814847378,"ID00700",0.529450640347888,"ID00694",0.90918021004213,1,1,0.958,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"26","Ceratium_sp.","ID00698","ID00219",0.201040209105086,"ID00720",0.483431241214839,"ID00720",0.840739666783849,0.836,0.724,0.79,"Ceratium","Coscinodiscus ",FALSE,"Ceratium",TRUE,"Coscinodiscus ",FALSE
