"","real.identity","ID","sample.eu","sample.eu.val","sample.ieu","sample.ieu.val","sample.cos","sample.cos.val","bt.species.eu.score","bt.species.ieu.score","bt.species.cos.score","reference","species.cos","hits.cos","species.eu","hits.eu","species.ieu","hits.ieu"
"1","Chaetoceros_Chaetoceros_diadema","ID00566","ID00571",0.398912908617534,"ID00571",0.566375587524505,"ID00571",0.890365383569709,1,0.848,0.614,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"2","Chaetoceros_Chaetoceros_diadema","ID00567","ID00569",0.424548318759837,"ID00571",0.596522319431302,"ID00569",0.87052833114756,1,0.994,0.786,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"3","Chaetoceros_Chaetoceros_diadema","ID00568","ID00572",0.444536613864793,"ID00569",0.68603746014142,"ID00569",0.948782686989367,1,1,0.814,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"4","Chaetoceros_Chaetoceros_diadema","ID00569","ID00572",0.475199645340665,"ID00572",0.712585527757543,"ID00568",0.948782686989367,0.996,0.996,0.75,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"5","Chaetoceros_Chaetoceros_diadema","ID00570","ID00572",0.465629574501264,"ID00572",0.666593819757786,"ID00577",0.931342568889356,1,0.998,0.78,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"6","Chaetoceros_Chaetoceros_diadema","ID00571","ID00567",0.410813418663316,"ID00567",0.596522319431302,"ID00572",0.908871663372015,1,1,0.91,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"7","Chaetoceros_Chaetoceros_diadema","ID00572","ID00569",0.475199645340665,"ID00569",0.712585527757543,"ID00569",0.947547822541921,1,0.996,0.876,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"8","Chaetoceros_Chaetoceros_diadema","ID00573","ID00574",0.325468471669829,"ID00574",0.632915550692881,"ID00574",0.941681715981587,1,0.98,0.408,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"9","Chaetoceros_Chaetoceros_diadema","ID00574","ID00575",0.377581611500661,"ID00575",0.666784759718876,"ID00575",0.954683295345035,1,0.998,0.81,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"10","Chaetoceros_Chaetoceros_diadema","ID00575","ID00574",0.377581611500661,"ID00577",0.672957456175371,"ID00574",0.954683295345035,1,1,0.896,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"11","Chaetoceros_Chaetoceros_diadema","ID00576","ID00580",0.408188198952947,"ID00580",0.563927529299657,"ID00580",0.797304882291051,1,0.738,0.574,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"12","Chaetoceros_Chaetoceros_diadema","ID00577","ID00572",0.397567480731131,"ID00575",0.672957456175371,"ID00574",0.943367095058488,0.994,1,0.854,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"13","Chaetoceros_Chaetoceros_diadema","ID00578","ID00575",0.0494442105694205,"ID00575",0.192081815248174,"ID00575",0.438619401248711,0.902,0.716,0.812,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"14","Chaetoceros_Chaetoceros_diadema","ID00579","ID00572",0.394099758823768,"ID00572",0.594993511081871,"ID00572",0.912558209034435,0.986,0.918,0.856,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"15","Chaetoceros_Chaetoceros_diadema","ID00580","ID00576",0.408188198952947,"ID00576",0.563927529299657,"ID00579",0.839154664940341,1,0.998,0.89,"Chaetoceros_diadema","Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE,"Chaetoceros_diadema",TRUE
"16","Chaetoceros_Chaetoceros_diadema","ID00581","ID00602",0.305426016348059,"ID00602",0.526050428738351,"ID00602",0.782298118383502,0.706,0.97,0.812,"Chaetoceros_diadema","Coscinodiscus _granii",FALSE,"Coscinodiscus _granii",FALSE,"Coscinodiscus _granii",FALSE
"17","Chaetoceros_Chaetoceros_didymus","ID00086","ID00092",0.319940704949586,"ID00089",0.61056497662309,"ID00089",0.907916804381363,1,1,1,"Chaetoceros_didymus","Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE
"18","Chaetoceros_Chaetoceros_didymus","ID00087","ID00089",0.305651011061899,"ID00089",0.573968394160821,"ID00089",0.872677937664084,1,1,0.996,"Chaetoceros_didymus","Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE
"19","Chaetoceros_Chaetoceros_didymus","ID00088","ID00089",0.375908759679106,"ID00089",0.656167446174715,"ID00089",0.905490675286465,1,1,0.984,"Chaetoceros_didymus","Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE
"20","Chaetoceros_Chaetoceros_didymus","ID00089","ID00090",0.465350674670926,"ID00090",0.699975341562689,"ID00090",0.942673408550333,1,1,1,"Chaetoceros_didymus","Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE
"21","Chaetoceros_Chaetoceros_didymus","ID00090","ID00089",0.465350674670926,"ID00089",0.699975341562689,"ID00089",0.942673408550333,1,1,1,"Chaetoceros_didymus","Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE
"22","Chaetoceros_Chaetoceros_didymus","ID00091","ID00092",0.455218214480941,"ID00092",0.604248391961312,"ID00092",0.88257114793104,1,1,1,"Chaetoceros_didymus","Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE,"Chaetoceros_didymus",TRUE
