"","real.identity","ID","sample.eu","sample.eu.val","sample.ieu","sample.ieu.val","sample.cos","sample.cos.val","bt.species.eu.score","bt.species.ieu.score","bt.species.cos.score","reference","species.cos","hits.cos","species.eu","hits.eu","species.ieu","hits.ieu"
"1","Chaetoceros_cf.wighamii","ID00243","ID00081",0.249812343811054,"ID00081",0.580708148721818,"ID00249",0.906844924362285,0.998,0.874,0.574,"cf.wighamii","cf.wighamii",TRUE,"didymus",FALSE,"didymus",FALSE
"2","Chaetoceros_cf.wighamii","ID00244","ID00246",0.357055875556365,"ID00246",0.682024449047671,"ID00246",0.892133023572475,1,1,1,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"3","Chaetoceros_cf.wighamii","ID00245","ID00246",0.33610528426774,"ID00246",0.636433359161177,"ID00246",0.901586513926847,1,0.998,0.994,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"4","Chaetoceros_cf.wighamii","ID00246","ID00244",0.357055875556365,"ID00244",0.682024449047671,"ID00245",0.901586513926847,1,1,1,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"5","Chaetoceros_cf.wighamii","ID00247","ID00082",0.210339323271534,"ID00070",0.621638814520183,"ID00069",0.954665786171017,0.72,0.816,0.468,"cf.wighamii","didymus",FALSE,"didymus",FALSE,"didymus",FALSE
"6","Chaetoceros_cf.wighamii","ID00248","ID00249",0.206767127194666,"ID00249",0.588959042151527,"ID00247",0.93954673209965,0.954,0.718,0.732,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"7","Chaetoceros_cf.wighamii","ID00249","ID00251",0.342376126170658,"ID00251",0.667408648230554,"ID00251",0.949283140696265,1,0.908,0.852,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"8","Chaetoceros_cf.wighamii","ID00250","ID00246",0.168581521729517,"ID00244",0.542293416625901,"ID00244",0.869548260558024,1,1,0.998,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"9","Chaetoceros_cf.wighamii","ID00251","ID00249",0.342376126170658,"ID00249",0.667408648230555,"ID00249",0.949283140696265,1,1,0.948,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"10","Chaetoceros_diadema","ID00440","ID00441",0.385330756594039,"ID00441",0.677192258071564,"ID00443",0.961643129459938,1,1,0.744,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
