"","real.identity","ID","sample.eu","sample.eu.val","sample.ieu","sample.ieu.val","sample.cos","sample.cos.val","bt.genus.eu.score","bt.genus.ieu.score","bt.genus.cos.score","reference","genus.cos","hits.cos","genus.eu","hits.eu","genus.ieu","hits.ieu"
"1","Ceratium_sp.","ID00210","ID00212",0.292356340090753,"ID00212",0.558609813665102,"ID00213",0.799061235342725,1,1,0.954,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"2","Ceratium_sp.","ID00211","ID00710",0.242961507573506,"ID00212",0.549541225985936,"ID00692",0.889559079006878,1,1,0.922,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"3","Ceratium_sp.","ID00212","ID00210",0.292356340090753,"ID00210",0.558609813665102,"ID00211",0.886642848406026,1,1,0.9,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"4","Ceratium_sp.","ID00213","ID00219",0.307024323478833,"ID00215",0.574812918031856,"ID00215",0.888439938610187,1,1,0.812,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"5","Ceratium_sp.","ID00214","ID00216",0.354410445055869,"ID00216",0.56676600822243,"ID00220",0.894742721137727,1,0.998,0.748,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"6","Ceratium_sp.","ID00215","ID00217",0.335497343209633,"ID00217",0.656969911958777,"ID00217",0.943711242711417,1,1,0.732,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"7","Ceratium_sp.","ID00216","ID00214",0.354410445055869,"ID00214",0.56676600822243,"ID00212",0.874993205334751,1,1,0.91,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"8","Ceratium_sp.","ID00217","ID00215",0.335497343209633,"ID00215",0.656969911958777,"ID00215",0.943711242711417,0.998,1,0.66,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"9","Ceratium_sp.","ID00218","ID00227",0.39567719397724,"ID00227",0.715350581881907,"ID00227",0.971982610670708,1,1,0.724,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"10","Ceratium_sp.","ID00219","ID00225",0.435519465241947,"ID00225",0.722856920958684,"ID00225",0.962045089477541,1,1,0.724,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"11","Ceratium_sp.","ID00220","ID00225",0.363175042298896,"ID00222",0.731126722142255,"ID00222",0.962035915260627,0.998,1,0.796,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"12","Ceratium_sp.","ID00221","ID00336",0.288018386038571,"ID00336",0.416065921552706,"ID00225",0.707913139848158,0.77,0.27,0.394,"Ceratium","Ceratium",TRUE,"Pleurosigma",FALSE,"Pleurosigma",FALSE
"13","Ceratium_sp.","ID00222","ID00219",0.415786067746433,"ID00220",0.731126722142255,"ID00225",0.967632831084447,1,1,0.814,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"14","Ceratium_sp.","ID00223","ID00219",0.292052263961421,"ID00224",0.586017504405514,"ID00224",0.845436128293769,0.994,0.99,0.778,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"15","Ceratium_sp.","ID00224","ID00219",0.426992690879959,"ID00219",0.674735465805751,"ID00223",0.845436128293769,1,0.984,0.562,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"16","Ceratium_sp.","ID00225","ID00219",0.435519465241947,"ID00219",0.722856920958684,"ID00222",0.967632831084447,1,1,0.812,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"17","Ceratium_sp.","ID00226","ID00702",0.161954396306078,"ID00434",0.351411149941693,"ID00434",0.7197060769902,0.84,0.582,0.586,"Ceratium","Guinardia ",FALSE,"Ceratium",TRUE,"Guinardia ",FALSE
"18","Ceratium_sp.","ID00227","ID00218",0.39567719397724,"ID00218",0.715350581881907,"ID00218",0.971982610670708,1,1,0.622,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"19","Ceratium_sp.","ID00691","ID00697",0.29169820773307,"ID00705",0.624721517492005,"ID00705",0.921967878215979,0.998,0.998,0.92,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"20","Ceratium_sp.","ID00692","ID00707",0.33267723949768,"ID00707",0.645116020410772,"ID00707",0.947837533154311,1,1,0.882,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"21","Ceratium_sp.","ID00693","ID00710",0.336367855239855,"ID00715",0.549537948242507,"ID00715",0.88132035900992,0.986,0.462,0.598,"Ceratium","Coscinodiscus ",FALSE,"Ceratium",TRUE,"Coscinodiscus ",FALSE
"22","Ceratium_sp.","ID00694","ID00696",0.366011111169914,"ID00696",0.695733962742523,"ID00700",0.974103521100098,1,0.994,0.892,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"23","Ceratium_sp.","ID00695","ID00694",0.320550796054527,"ID00694",0.683417416425889,"ID00694",0.971696458712561,1,0.998,0.896,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"24","Ceratium_sp.","ID00696","ID00694",0.366011111169914,"ID00712",0.718081243935421,"ID00700",0.977732186342824,1,1,0.88,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"25","Ceratium_sp.","ID00697","ID00708",0.347951694683108,"ID00700",0.563076897393451,"ID00694",0.882344685909569,1,1,0.922,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"26","Ceratium_sp.","ID00698","ID00219",0.312333180778503,"ID00720",0.507492138448052,"ID00708",0.833700511428488,0.938,0.464,0.28,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Coscinodiscus ",FALSE
"27","Ceratium_sp.","ID00699","ID00711",0.346591725636742,"ID00711",0.560600933828784,"ID00711",0.825402613075302,0.998,0.982,0.852,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"28","Ceratium_sp.","ID00700","ID00703",0.339804039535989,"ID00696",0.712764032210724,"ID00696",0.977732186342824,1,1,0.946,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"29","Ceratium_sp.","ID00701","ID00704",0.392740290661162,"ID00704",0.595418676849958,"ID00713",0.893035662282464,1,0.996,0.752,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"30","Ceratium_sp.","ID00702","ID00226",0.161954396306078,"ID00713",0.346379974361169,"ID00698",0.689487206158549,0.598,0.754,0.432,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"31","Ceratium_sp.","ID00703","ID00700",0.339804039535989,"ID00700",0.712370562870121,"ID00700",0.977002209119736,1,1,0.92,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"32","Ceratium_sp.","ID00704","ID00701",0.392740290661162,"ID00701",0.595418676849958,"ID00701",0.835717092730501,1,0.998,0.544,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"33","Ceratium_sp.","ID00705","ID00691",0.20899695269247,"ID00691",0.624721517492005,"ID00691",0.921967878215979,0.688,0.868,0.728,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"34","Ceratium_sp.","ID00706","ID00705",0.181951747625934,"ID00691",0.391872335386613,"ID00691",0.828441308526419,0.984,0.998,0.956,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"35","Ceratium_sp.","ID00707","ID00700",0.33762637129372,"ID00712",0.691908693042872,"ID00712",0.972277536316849,1,1,0.946,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"36","Ceratium_sp.","ID00708","ID00697",0.347951694683108,"ID00693",0.512486610266703,"ID00745",0.849294129394203,1,0.842,0.502,"Ceratium","Coscinodiscus ",FALSE,"Ceratium",TRUE,"Ceratium",TRUE
"37","Ceratium_sp.","ID00709","ID00707",0.268490632668056,"ID00707",0.620323385188192,"ID00707",0.939017877558893,1,1,0.978,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"38","Ceratium_sp.","ID00710","ID00708",0.34013408737071,"ID00709",0.559503345697197,"ID00709",0.874199314954951,1,1,0.89,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"39","Ceratium_sp.","ID00711","ID00699",0.346591725636742,"ID00699",0.560600933828784,"ID00699",0.825402613075302,1,1,0.982,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"40","Ceratium_sp.","ID00712","ID00696",0.329519936934671,"ID00696",0.718081243935421,"ID00707",0.972277536316849,1,1,0.91,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"41","Ceratium_sp.","ID00713","ID00701",0.328779746986172,"ID00701",0.549723617674643,"ID00701",0.893035662282464,1,0.956,0.592,"Ceratium","Ceratium",TRUE,"Ceratium",TRUE,"Ceratium",TRUE
"42","Chaetoceros_cf. wighamii","ID00243","ID00081",0.355755132846591,"ID00516",0.616178158531909,"ID00249",0.866758972200035,0.602,0.652,0.704,"Chaetoceros","Chaetoceros",TRUE,"Chaetoceros",TRUE,"Rhizosolenia",FALSE
"43","Chaetoceros_cf. wighamii","ID00244","ID00246",0.434074897215002,"ID00246",0.699966548419468,"ID00246",0.86086281381765,1,1,0.932,"Chaetoceros","Chaetoceros",TRUE,"Chaetoceros",TRUE,"Chaetoceros",TRUE
"44","Chaetoceros_cf. wighamii","ID00245","ID00246",0.388386857642075,"ID00246",0.690152129684092,"ID00246",0.933166264214629,1,1,0.886,"Chaetoceros","Chaetoceros",TRUE,"Chaetoceros",TRUE,"Chaetoceros",TRUE
"45","Chaetoceros_cf. wighamii","ID00246","ID00244",0.434074897215002,"ID00244",0.699966548419468,"ID00245",0.933166264214629,1,1,0.932,"Chaetoceros","Chaetoceros",TRUE,"Chaetoceros",TRUE,"Chaetoceros",TRUE
"46","Chaetoceros_cf. wighamii","ID00247","ID00340",0.429483450542202,"ID00340",0.814770937638624,"ID00340",0.987106226618086,0.984,0.998,0.514,"Chaetoceros","Guinardia ",FALSE,"Guinardia ",FALSE,"Guinardia ",FALSE
"47","Chaetoceros_cf. wighamii","ID00248","ID00249",0.253832416466062,"ID00249",0.644132485284979,"ID00249",0.940412001177189,0.89,0.59,0.496,"Chaetoceros","Chaetoceros",TRUE,"Chaetoceros",TRUE,"Chaetoceros",TRUE
