"","real.identity","ID","sample.eu","sample.eu.val","sample.ieu","sample.ieu.val","sample.cos","sample.cos.val","bt.species.eu.score","bt.species.ieu.score","bt.species.cos.score","reference","species.cos","hits.cos","species.eu","hits.eu","species.ieu","hits.ieu"
"1","Chaetoceros_cf.wighamii","ID00252","ID00254",0.0744636678429835,"ID00254",0.145820861824766,"ID00254",0.229299538188864,1,1,0.962,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"2","Chaetoceros_cf.wighamii","ID00253","ID00054",0.0778350774524197,"ID00573",0.390221438352423,"ID00573",0.878868616590098,0.496,0.686,0.608,"cf.wighamii","diadema",FALSE,"granii",FALSE,"diadema",FALSE
"3","Chaetoceros_cf.wighamii","ID00254","ID00255",0.112034868934013,"ID00253",0.177117005692505,"ID00253",0.397719540746462,1,1,0.946,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"4","Chaetoceros_cf.wighamii","ID00255","ID00254",0.112034868934013,"ID00254",0.17290980027515,"ID00253",0.186278271630329,1,1,0.994,"cf.wighamii","cf.wighamii",TRUE,"cf.wighamii",TRUE,"cf.wighamii",TRUE
"5","Chaetoceros_diadema","ID00566","ID00571",0.296131569414968,"ID00567",0.498267944534942,"ID00571",0.852412404183439,1,0.908,0.692,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"6","Chaetoceros_diadema","ID00567","ID00568",0.351066808769933,"ID00571",0.561512287281368,"ID00571",0.859455607042189,1,1,0.97,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"7","Chaetoceros_diadema","ID00568","ID00569",0.388504211299019,"ID00569",0.657474917247466,"ID00569",0.943913384188023,1,1,0.844,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"8","Chaetoceros_diadema","ID00569","ID00572",0.406193862781697,"ID00572",0.679972439136221,"ID00572",0.954970761482119,1,0.998,0.71,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"9","Chaetoceros_diadema","ID00570","ID00572",0.407759921590651,"ID00572",0.650249986345183,"ID00577",0.945252487179079,1,1,0.814,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"10","Chaetoceros_diadema","ID00571","ID00567",0.325947550972173,"ID00567",0.561512287281368,"ID00572",0.888184213901084,1,1,0.988,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"11","Chaetoceros_diadema","ID00572","ID00570",0.407759921590651,"ID00569",0.679972439136221,"ID00569",0.954970761482119,1,1,0.838,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"12","Chaetoceros_diadema","ID00573","ID00574",0.250697075722379,"ID00574",0.605892051931731,"ID00574",0.954931038448992,1,0.994,0.478,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"13","Chaetoceros_diadema","ID00574","ID00577",0.313359226584296,"ID00575",0.611699313859922,"ID00573",0.954931038448992,1,1,0.984,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"14","Chaetoceros_diadema","ID00575","ID00574",0.30000389937744,"ID00577",0.634030846174199,"ID00574",0.951654347815275,1,1,0.978,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"15","Chaetoceros_diadema","ID00576","ID00579",0.264920233905077,"ID00602",0.459097446169974,"ID00580",0.77953109950331,0.998,0.45,0.648,"diadema","diadema",TRUE,"diadema",TRUE,"granii",FALSE
"16","Chaetoceros_diadema","ID00577","ID00570",0.332523576119929,"ID00570",0.639151690961441,"ID00570",0.945252487179079,1,1,0.924,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"17","Chaetoceros_diadema","ID00578","ID00566",0.015009855264363,"ID00606",0.0624786373370542,"ID00579",0.138525843837284,0.76,0.636,0.922,"diadema","diadema",TRUE,"diadema",TRUE,"granii",FALSE
"18","Chaetoceros_diadema","ID00579","ID00580",0.298632967297577,"ID00572",0.543718837686852,"ID00572",0.906792717150243,0.988,0.904,0.852,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"19","Chaetoceros_diadema","ID00580","ID00579",0.298632967297577,"ID00579",0.523972984417034,"ID00579",0.849461113832774,1,1,0.998,"diadema","diadema",TRUE,"diadema",TRUE,"diadema",TRUE
"20","Chaetoceros_diadema","ID00581","ID00570",0.180481331894829,"ID00602",0.410312515590705,"ID00602",0.63946623565612,0.962,0.97,0.658,"diadema","granii",FALSE,"diadema",TRUE,"granii",FALSE
"21","Chaetoceros_didymus","ID00086","ID00092",0.271084685753887,"ID00089",0.570072818058686,"ID00089",0.898104977686993,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"22","Chaetoceros_didymus","ID00087","ID00089",0.268799959754714,"ID00089",0.551351735446205,"ID00089",0.866722100587573,1,1,0.99,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"23","Chaetoceros_didymus","ID00088","ID00089",0.31970539040436,"ID00089",0.615434025285732,"ID00089",0.901552993373503,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"24","Chaetoceros_didymus","ID00089","ID00090",0.43557395590523,"ID00090",0.684993419117338,"ID00090",0.940954518482903,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"25","Chaetoceros_didymus","ID00090","ID00089",0.43557395590523,"ID00089",0.684993419117338,"ID00089",0.940954518482903,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"26","Chaetoceros_didymus","ID00091","ID00092",0.402130031624455,"ID00092",0.587091494144203,"ID00092",0.87825400875629,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"27","Chaetoceros_didymus","ID00092","ID00091",0.402130031624455,"ID00089",0.592796612469308,"ID00089",0.892384644892585,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"28","Chaetoceros_didymus","ID00093","ID00094",0.345265675716227,"ID00094",0.650749662033434,"ID00094",0.905346853815648,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"29","Chaetoceros_didymus","ID00094","ID00093",0.345265675716227,"ID00093",0.650749662033434,"ID00093",0.905346853815648,1,1,1,"didymus","didymus",TRUE,"didymus",TRUE,"didymus",TRUE
"30","Coscinodiscus _granii","ID00055","ID00057",0.107886631655828,"ID00056",0.394768833585943,"ID00056",0.717788021277953,0.984,0.99,0.948,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"31","Coscinodiscus _granii","ID00056","ID00057",0.201782957279681,"ID00057",0.596448855733774,"ID00057",0.901658633335453,1,1,0.976,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"32","Coscinodiscus _granii","ID00057","ID00056",0.201782957279681,"ID00056",0.596448855733774,"ID00056",0.901658633335453,1,1,0.944,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"33","Coscinodiscus _granii","ID00595","ID00596",0.266814611997404,"ID00596",0.63283908000377,"ID00596",0.958605327361071,0.928,1,0.916,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"34","Coscinodiscus _granii","ID00596","ID00598",0.346711786821952,"ID00595",0.63283908000377,"ID00595",0.958605327361071,1,1,0.99,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"35","Coscinodiscus _granii","ID00597","ID00610",0.404115724253771,"ID00611",0.74116128006181,"ID00611",0.973193978339209,1,1,1,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"36","Coscinodiscus _granii","ID00598","ID00612",0.381864025946086,"ID00612",0.673589107749408,"ID00599",0.950256228568516,1,1,0.992,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"37","Coscinodiscus _granii","ID00599","ID00600",0.461925497527195,"ID00601",0.716181332177379,"ID00601",0.967935260494228,1,1,1,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"38","Coscinodiscus _granii","ID00600","ID00599",0.461925497527195,"ID00599",0.694095763732729,"ID00612",0.95304797036736,1,1,0.978,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"39","Coscinodiscus _granii","ID00601","ID00604",0.442435065040084,"ID00603",0.766259583119666,"ID00603",0.974395993776772,1,1,0.998,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"40","Coscinodiscus _granii","ID00602","ID00612",0.21471575004281,"ID00576",0.459097446169974,"ID00608",0.717739885039185,0.99,0.55,0.518,"granii","granii",TRUE,"granii",TRUE,"diadema",FALSE
"41","Coscinodiscus _granii","ID00603","ID00601",0.432356532701733,"ID00601",0.766259583119666,"ID00601",0.974395993776772,1,1,1,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"42","Coscinodiscus _granii","ID00604","ID00601",0.442435065040084,"ID00601",0.73498098963438,"ID00601",0.969086761205923,1,1,0.998,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"43","Coscinodiscus _granii","ID00605","ID00603",0.428459712018039,"ID00607",0.703587296335713,"ID00603",0.952909475677477,1,1,1,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"44","Coscinodiscus _granii","ID00606","ID00607",0.44354558241339,"ID00605",0.685540996858706,"ID00605",0.935184072270225,1,1,0.976,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"45","Coscinodiscus _granii","ID00607","ID00606",0.44354558241339,"ID00605",0.703587296335713,"ID00604",0.948346067475622,1,1,0.996,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"46","Coscinodiscus _granii","ID00608","ID00607",0.374859407429665,"ID00605",0.631863085208296,"ID00607",0.806828327336698,1,0.996,0.96,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"47","Coscinodiscus _granii","ID00609","ID00610",0.427220799419068,"ID00610",0.693912204695985,"ID00612",0.956987255434706,1,1,0.958,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"48","Coscinodiscus _granii","ID00610","ID00611",0.438764154561128,"ID00611",0.760544804891344,"ID00611",0.980091709317352,1,1,0.996,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"49","Coscinodiscus _granii","ID00611","ID00610",0.438764154561128,"ID00610",0.760544804891344,"ID00610",0.980091709317352,1,1,0.996,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"50","Coscinodiscus _granii","ID00612","ID00601",0.432626578893438,"ID00599",0.703626982804959,"ID00609",0.956987255434706,1,1,0.99,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"51","Coscinodiscus _granii","ID00051","ID00012",0.0568349862869419,"ID00012",0.132130677376748,"ID00055",0.227226849045882,0.92,0.71,0.99,"granii","granii",TRUE,"wailesii",FALSE,"wailesii",FALSE
"52","Coscinodiscus _granii","ID00052","ID00054",0.0377291268933628,"ID00054",0.231675809184792,"ID00054",0.581449065742782,0.746,0.518,0.542,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"53","Coscinodiscus _granii","ID00053","ID00054",0.139632432348882,"ID00054",0.454510892847112,"ID00054",0.870145844289984,0.976,0.994,0.874,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"54","Coscinodiscus _granii","ID00054","ID00053",0.139632432348882,"ID00053",0.454510892847112,"ID00053",0.870145844289984,0.886,0.986,0.816,"granii","granii",TRUE,"granii",TRUE,"granii",TRUE
"55","Coscinodiscus _radiatus","ID00027","ID00029",0.142243118961146,"ID00029",0.516642067723731,"ID00029",0.872528064820449,0.998,0.976,0.384,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"56","Coscinodiscus _radiatus","ID00028","ID00029",0.182829382284031,"ID00029",0.400726974543092,"ID00013",0.697498953802782,1,0.736,0.648,"radiatus","wailesii",FALSE,"radiatus",TRUE,"radiatus",TRUE
"57","Coscinodiscus _radiatus","ID00029","ID00028",0.182829382284031,"ID00027",0.516642067723731,"ID00027",0.872528064820449,1,0.928,0.504,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"58","Coscinodiscus _radiatus","ID00629","ID00630",0.224180240120338,"ID00630",0.538020355457981,"ID00630",0.871571945031524,1,0.982,0.592,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"59","Coscinodiscus _radiatus","ID00630","ID00632",0.389541011142708,"ID00633",0.693644128101936,"ID00639",0.972273901693126,1,1,0.928,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"60","Coscinodiscus _radiatus","ID00631","ID00636",0.399620677618832,"ID00632",0.723712023119492,"ID00632",0.980098451794172,1,1,0.742,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"61","Coscinodiscus _radiatus","ID00632","ID00636",0.399312304144947,"ID00631",0.723702590972971,"ID00631",0.98009892252655,1,1,0.822,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"62","Coscinodiscus _radiatus","ID00633","ID00630",0.344690589973388,"ID00630",0.693644128101936,"ID00639",0.943955433271762,1,1,0.888,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"63","Coscinodiscus _radiatus","ID00634","ID00635",0.383597874551162,"ID00635",0.663814425217832,"ID00635",0.947257136278269,1,1,0.926,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"64","Coscinodiscus _radiatus","ID00635","ID00634",0.383483764241868,"ID00634",0.663734621388511,"ID00634",0.94725157767162,1,1,0.982,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"65","Coscinodiscus _radiatus","ID00636","ID00631",0.399620677618832,"ID00632",0.707055441115662,"ID00632",0.96990482966614,1,1,0.922,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"66","Coscinodiscus _radiatus","ID00637","ID00638",0.398860994082582,"ID00638",0.663746919538902,"ID00638",0.898904353465948,1,1,0.984,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"67","Coscinodiscus _radiatus","ID00638","ID00640",0.433959160559415,"ID00640",0.705931614670993,"ID00636",0.954213119695898,1,1,0.974,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"68","Coscinodiscus _radiatus","ID00639","ID00636",0.385620870216439,"ID00636",0.69887257582644,"ID00630",0.972278450433401,1,1,0.918,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"69","Coscinodiscus _radiatus","ID00640","ID00638",0.433959160559415,"ID00638",0.705931614670993,"ID00638",0.953564283717585,1,1,0.888,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"70","Coscinodiscus _radiatus","ID00641","ID00635",0.219546873849404,"ID00635",0.456067400978673,"ID00635",0.75804743314789,1,1,0.988,"radiatus","radiatus",TRUE,"radiatus",TRUE,"radiatus",TRUE
"71","Coscinodiscus _wailesii","ID00011","ID00028",0.0346833430635926,"ID00028",0.321989568966655,"ID00028",0.666256952211617,0.862,0.994,0.838,"wailesii","radiatus",FALSE,"radiatus",FALSE,"radiatus",FALSE
"72","Coscinodiscus _wailesii","ID00012","ID00649",0.0921383580678599,"ID00643",0.424398005135908,"ID00573",0.862367230286749,1,0.944,0.508,"wailesii","diadema",FALSE,"wailesii",TRUE,"wailesii",TRUE
"73","Coscinodiscus _wailesii","ID00013","ID00638",0.100802728694878,"ID00029",0.410351998093474,"ID00029",0.826419150541606,0.942,0.712,0.376,"wailesii","radiatus",FALSE,"radiatus",FALSE,"radiatus",FALSE
"74","Coscinodiscus _wailesii","ID00642","ID00650",0.324422128278217,"ID00650",0.683348558463891,"ID00650",0.985150535558478,1,1,0.904,"wailesii","wailesii",TRUE,"wailesii",TRUE,"wailesii",TRUE
"75","Coscinodiscus _wailesii","ID00643","ID00650",0.198104081080512,"ID00650",0.559062357226741,"ID00647",0.899506372520181,1,1,0.9,"wailesii","wailesii",TRUE,"wailesii",TRUE,"wailesii",TRUE
"76","Coscinodiscus _wailesii","ID00644","ID00649",0.251029788646903,"ID00649",0.616714429610171,"ID00649",0.94318740626712,1,1,0.958,"wailesii","wailesii",TRUE,"wailesii",TRUE,"wailesii",TRUE
"77","Coscinodiscus _wailesii","ID00645","ID00654",0.14996686499363,"ID00643",0.380268161123802,"ID00654",0.615071997795991,1,0.996,0.824,"wailesii","wailesii",TRUE,"wailesii",TRUE,"wailesii",TRUE
"78","Coscinodiscus _wailesii","ID00646","ID00647",0.328187189978653,"ID00647",0.602561597534888,"ID00655",0.972864392480316,1,1,0.616,"wailesii","wailesii",TRUE,"wailesii",TRUE,"wailesii",TRUE
